;Longitude,Latitude
18.119965321655,40.499232060547
18.120099299316,40.499113804932
18.120116002197,40.499090916748
18.120188944702,40.499039881592
18.120240443115,40.498984105225
18.120309107666,40.498919255371
18.120342976685,40.498877293701
18.120423085327,40.49880862915
18.120482213135,40.498769038086
18.120562785034,40.49870800293
18.120629078979,40.498650782471
18.120719187622,40.498587376709
18.120825999146,40.498514897461
18.120911366577,40.498475306397
18.120974772339,40.498433344727
18.121029622192,40.498366124268
18.121104008789,40.498296015625
18.121169321899,40.498238795166
18.121228449707,40.498173945313
18.121302836304,40.498087651367
18.121346242065,40.498007542725
18.121388203735,40.497964136963
18.121422999268,40.497903101807
18.121458775635,40.49784206665
18.121525532837,40.497751958008
18.121560328369,40.497708552246
18.121621363525,40.497624628906
18.121690028076,40.497523076172
18.121704823608,40.497412449951
18.121695286865,40.497370488281
18.121664769287,40.497346156006
18.121596567993,40.497292750244
18.121519810791,40.497266047363
18.121420628662,40.497225529785
18.121346242065,40.49720119751
18.121268040771,40.497168309326
18.121189839477,40.497163050537
18.121073491211,40.497132532959
18.120997197266,40.497109644775
18.120913273926,40.497080571289
18.120827443237,40.497063868408
18.120724446411,40.497025721435
18.12065578186,40.496999018555
18.120591395264,40.496954686279
18.12051654541,40.496930354004
18.120452158814,40.496863133545
18.120410197144,40.496804468994
18.120356328125,40.496718175049
18.120337254639,40.496653325195
18.120364420776,40.496542698975
18.120358698731,40.496495478516
18.12033534729,40.496428258057
18.120330088501,40.496381037598
18.120311015015,40.496278040772
18.120278126831,40.496190302734
18.120272868042,40.496144526367
18.120253794556,40.496077305908
18.120234721069,40.496033900147
18.120198481445,40.49593090332
18.120156056519,40.495843165283
18.120102650757,40.495730168457
18.120064967041,40.495627171631
18.120020634766,40.495553248291
18.120011561279,40.495499842529
18.119965321655,40.495405919189
18.119936711426,40.495335810547
18.119900471802,40.495232813721
18.119889490967,40.495171778564
18.119852788086,40.495110743408
18.119839899902,40.495051152344
18.119807011719,40.494993931885
18.119775050049,40.494913823242
18.119755976563,40.494862788086
18.119734995728,40.494787938232
18.119690663452,40.494702570801
18.119666331177,40.494616276855
18.119620091553,40.494509465332
18.119599110718,40.494444615478
18.119584315186,40.494368321533
18.119567149048,40.494314915771
18.119530446167,40.494234807129
18.119519465332,40.494191401367
18.119488947754,40.494116551514
18.11945605957,40.494080775147
18.119423634644,40.494000666504
18.119393117065,40.493912928467
18.119376414185,40.493845708008
18.119322545166,40.493748896484
18.119288212891,40.493668787842
18.119267695313,40.493577235107
18.11924289978,40.493527644043
18.119208567505,40.493443720703
18.119185679321,40.493386500244
18.119150883789,40.493296391602
18.119126088257,40.493226282959
18.119130366211,40.493155247803
18.119082219238,40.493071324463
18.119044072266,40.492997401123
18.119027369385,40.492943995361
18.118971593018,40.492842442627
18.118941075439,40.49280666626
18.118954890137,40.492783778076
18.118960612183,40.492762333984
18.118969685669,40.492760889893
18.118985407715,40.492766148682
18.118956797485,40.492734187012
18.118922001953,40.492674595947
18.118889577026,40.492605931396
18.118862874145,40.492537266846
18.118834263916,40.492478602295
18.118829005127,40.49244427002
18.118811838989,40.492398493652
18.118792765503,40.492323643799
18.118794672852,40.49226642334
18.118832819824,40.492228276367
18.118861430054,40.492205388184
18.118876225586,40.492178685303
18.118880040283,40.492177241211
18.118872874146,40.492184870605
18.118890040283,40.4921825
18.118893391724,40.492167241211
18.118886225586,40.492201573486
18.1187965802,40.49223446167
18.118758433228,40.492216832275
18.118733637695,40.492209202881
18.11869930542,40.492205388184
18.118641621704,40.492196314697
18.11868595398,40.492184870605
18.118675953979,40.492184870605
18.118716008301,40.492146723633
18.118716008301,40.492136723633
18.118740803833,40.492151982422
18.118733174438,40.492129094238
18.118729822998,40.492094761963
18.118708842163,40.492062800293
18.118668324585,40.49198269165
18.118659251099,40.491926915283
18.118630640869,40.491875880127
18.118611567383,40.491818659668
18.118576771851,40.491757624512
18.118558161621,40.491696589355
18.118523366089,40.491640812988
18.118514292603,40.491616480713
18.118491404419,40.491541630859
18.118456608887,40.491465336914
18.118443257446,40.491429560547
18.11842418396,40.491350895996
18.118378407593,40.491259343262
18.118363612061,40.491167790527
18.118346445923,40.491124384766
18.118319743042,40.491063349609
18.118296854858,40.491009943848
18.118273966675,40.490961796875
18.118239171143,40.490916020508
18.118204838867,40.490857355957
18.118187672729,40.490748173828
18.118160969849,40.490674250488
18.118125193481,40.490582697754
18.118098490601,40.490515477295
18.118056065674,40.490427739258
18.118031270142,40.490336186523
18.118014104004,40.490285151367
18.117996937866,40.490195042725
18.117975957031,40.490122563477
18.117951161499,40.490067713623
18.117917292481,40.489947087402
18.117859608765,40.489850275879
18.117846257324,40.489779240723
18.1178200177,40.489682429199
18.117787129517,40.489592320557
18.117760889893,40.489510767822
18.117718928223,40.489434473877
18.117661244507,40.489325291748
18.11761546814,40.489207036133
18.11759685791,40.489115483398
18.117569691772,40.489075892334
18.117556803589,40.489003413086
18.117525822754,40.488905675049
18.11751293457,40.488862269287
18.117472880249,40.48876453125
18.11745762146,40.488740198975
18.117432362671,40.488688237305
18.117419474487,40.488637202148
18.117398493652,40.488581425781
18.117367976074,40.488516575928
18.117331273193,40.48847079956
18.117306477661,40.488394505615
18.117275960083,40.488324396973
18.117254979248,40.488259547119
18.117245905762,40.488179438477
18.117230646973,40.488137476807
18.117205388184,40.488077885742
18.1171925,40.488001591797
18.117157704468,40.487946741943
18.117152445679,40.48787189209
18.117129094238,40.487851374512
18.117113835449,40.487817042236
18.11710857666,40.487768895264
18.117069966431,40.487710230713
18.117050892944,40.487664454346
18.117032282715,40.4875781604
18.11700130188,40.487520939941
18.11697269165,40.487440831299
18.116959803467,40.487374537354
18.116932637329,40.487328760986
18.116894490356,40.487256281738
18.116883509522,40.487192875977
18.116850621338,40.487145655518
18.11682010376,40.487065546875
18.116795308227,40.486998326416
18.116764790649,40.486944920654
18.116727106934,40.486872441406
18.11669086731,40.486815220947
18.116650349731,40.486802332764
18.116644627685,40.486780888672
18.116617924805,40.486764185791
18.116570241089,40.486708409424
18.116503483887,40.486655003662
18.116460078125,40.486609227295
18.116358988648,40.486535303955
18.116272694702,40.486460454102
18.116171605225,40.48636508667
18.116067164307,40.486292607422
18.115960352783,40.486226313477
18.115891224976,40.486166722412
18.115786320801,40.48608661377
18.115723841553,40.486040837402
18.11568569458,40.485987431641
18.115587956543,40.485914952393
18.115511662598,40.485857731934
18.115403406982,40.485758549805
18.115328557129,40.485701329346
18.11522602356,40.4856350354
18.115143544311,40.485560185547
18.115065343018,40.485505335693
18.114983790283,40.485419041748
18.114874608154,40.485327489014
