;Longitude,Latitude
18.20732831955,40.374568722204
18.206695318222,40.374053789405
18.205890655518,40.373105648879
18.205075263977,40.372451751088
18.204238414764,40.371985845041
18.203423023224,40.371675239221
18.202693462372,40.371348284178
18.201985359192,40.37102132755
18.201459646225,40.370596281561
18.200805187225,40.370351061502
18.200268745422,40.369975055679
18.199614286423,40.369321127511
18.198691606522,40.368659018777
18.197468519211,40.368160389387
18.196578025818,40.367784371341
18.195998668671,40.367539141051
18.195333480835,40.36690153812
